Change,Country,Location,Name,NameWoDiacritics,Subdivision,Status,Function,Date,IATA,Coordinates,Remarks,CoordinatesDecimal,Distance,Source
,ES,DLT,Deleitosa,Deleitosa,CC,AM,--3-----,2207,,3939N 00539W,,"39.65000,-5.65000",1,UN/LOCODE
,ES,DMA,Daimiel,Daimiel,,RL,--3-----,9501,,3904N 00337W,,"39.0721960,-3.6143611",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/348232
,ES,DMC,Doña Mencía,Dona Mencia,,RL,--3-----,0212,,3733N 00421W,,"37.55000,-4.35000",1,UN/LOCODE
,ES,DMJ,La Matanza de Acentejo,La Matanza de Acentejo,TF,RL,--3-----,1401,,2826N 01627W,,"28.43333,-16.45000",1,UN/LOCODE
,ES,DMR,Bedmar,Bedmar,J,RL,--3-----,1407,,3749N 00325W,,"37.81667,-3.41667",1,UN/LOCODE
,ES,DMS,Cornudella de Montsant,Cornudella de Montsant,T,RL,-----6--,1201,,4116N 00054E,,"41.26667,0.90000",0,UN/LOCODE
,ES,DMV,Vilassar de Mar,Vilassar de Mar,B,RL,--3-----,2001,,4130N 00223E,,"41.5064041,2.3913883",42,https://www.openstreetmap.org/relation/343236
,ES,DNA,Denia,Denia,,AI,1-------,9704,,3850N 00006E,,"38.8408382,0.1061105",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/347678
,ES,DNB,Don Benito,Don Benito,,RL,--3-----,9501,,3857N 00552W,,"38.9540269,-5.8619466",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/345932
,ES,DOL,Dólar,Dolar,GR,RL,--3-----,0401,,3711N 00300W,,"37.18333,-3.00000",1,UN/LOCODE
,ES,DON,Cardona,Cardona,B,RL,--3-----,1001,,4155N 00141E,,"41.91667,1.68333",0,UN/LOCODE
,ES,DOY,Domayo,Domayo,,RL,--3-----,0607,,4217N 00841W,,"42.28333,-8.68333",N/A (no Nominatim),UN/LOCODE
,ES,DRA,Durana,Durana,VI,RL,-----6--,0901,,4253N 00238W,,"42.88333,-2.63333",1,UN/LOCODE
,ES,DRD,Andrade,Andrade,C,RL,--3-----,1301,,4323N 00810W,,"43.38333,-8.16667",0,UN/LOCODE
,ES,DRE,El Vendrell,El Vendrell,T,RL,-23-----,0907,,4113N 00132E,,"41.21667,1.53333",0,UN/LOCODE
,ES,DRG,Durango,Durango,,RL,-23-----,0207,,4310N 00237W,,"43.16667,-2.61667",1,UN/LOCODE
,ES,DRI,Derio,Derio,,RL,1-------,9307,,4317N 00253W,,"43.2907714,-2.8870439",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/340641
,ES,DRR,Valderrobres,Valderrobres,TE,RL,--3-----,1301,,4052N 00009E,,"40.86667,0.15000",1,UN/LOCODE
,ES,DRV,Vidra,Vidra,GI,RL,--3-----,1001,,4207N 00218E,,"42.11667,2.30000",1,UN/LOCODE
,ES,DSM,Daimús,Daimus,V,RL,--3-----,1307,,3858N 00009W,,"38.96667,-0.15000",0,UN/LOCODE
,ES,DSO,Dicastillo,Dicastillo,,RL,--3-----,0701,,4236N 00202W,,"42.60000,-2.03333",1,UN/LOCODE
,ES,DTR,Dos Torres,Dos Torres,CO,RL,--3-----,1001,,3827N 00454W,,"38.45000,-4.90000",1,UN/LOCODE
,ES,DTT,Barruelo de Santullan,Barruelo de Santullan,P,RL,--3-----,1001,,4254N 00418W,,"42.90000,-4.30000",1,UN/LOCODE
,ES,DU7,L'Hospitalet de l'Infant,L'Hospitalet de l'Infant,T,RL,--3-----,1601,,4059N 00055E,,"40.98333,0.91667",1,UN/LOCODE
,ES,DUB,Val Do Dubra,Val Do Dubra,C,RL,--3-----,2001,,4301N 00839W,,"43.01667,-8.65000",1,UN/LOCODE
,ES,DUC,Dúrcal,Durcal,,RL,--3-----,0212,,3659N 00334W,,"36.98333,-3.56667",1,UN/LOCODE
,ES,DUN,Dueñas,Duenas,P,RL,--3-----,1701,,4152N 00433W,,"41.86667,-4.55000",1,UN/LOCODE
,ES,DUO,Duruelo,Duruelo,SG,RL,--3-----,0701,,4114N 00339W,,"41.23333,-3.65000",0,UN/LOCODE
,ES,DVA,Deva,Deva,O,RL,--3-----,1301,,4318N 00221W,,"43.30000,-2.35000",1,UN/LOCODE
,ES,DVD,El Barco de Valdeorras,El Barco de Valdeorras,OR,RL,--3-----,1407,,4225N 00659W,,"42.41667,-6.98333",0,UN/LOCODE
,ES,DVL,Cordovilla,Cordovilla,SA,AA,--3-----,2101,,4057N 00524W,,"40.95000,-5.40000",1,UN/LOCODE
,ES,DW6,Galilea,Galilea,LO,RL,--3-----,1307,,4221N 00214W,,"42.35000,-2.23333",0,UN/LOCODE
,ES,DWA,Lascellas,Lascellas,HU,RL,--3-----,1307,,4205N 00005W,,"42.0777376,-0.0822942",62,https://www.openstreetmap.org/relation/345483
,ES,DWQ,Valencia de Don Juan,Valencia de Don Juan,LE,RL,--3-----,1307,,4218N 00531W,,"42.30000,-5.51667",1,UN/LOCODE
,ES,DY7,Abeleda,Abeleda,OR,RL,--3-----,1307,,4224N 00727W,,"42.40000,-7.45000",1,UN/LOCODE
,ES,DYN,Daya Nueva,Daya Nueva,A,RL,--3-----,1201,,3807N 00045W,,"38.11667,-0.75000",1,UN/LOCODE
,ES,E3S,San Gines,San Gines,B,RL,--3-----,1207,,4131N 00222E,,"41.5163595,2.3592879",33,https://www.openstreetmap.org/relation/343445
,ES,EAC,Cella,Cella,TE,RL,--3-----,1001,,4027N 00117W,,"40.45000,-1.28333",1,UN/LOCODE
,ES,EAF,Elavega,Elavega,,RL,0-------,9307,,,,,N/A,N/A
,ES,EAH,Arahal,Arahal,SE,RL,-23-----,0501,,3716N 00533W,,"37.26667,-5.55000",1,UN/LOCODE
,ES,EAL,Escalona,Escalona,TO,RL,--3-----,0901,,4010N 00424W,,"40.16667,-4.40000",0,UN/LOCODE
,ES,EAO,El Bonillo,El Bonillo,,RL,0-------,9307,,3857N 00232W,,"38.9493033,-2.5390599",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/342122
,ES,EAP,Escalona del Prado,Escalona del Prado,SG,RL,--3-----,1601,,4110N 00407W,,"41.16667,-4.11667",0,UN/LOCODE
,ES,EAR,Beariz,Beariz,OR,RL,--3-----,1001,,4222N 00804W,,"42.36667,-8.06667",0,UN/LOCODE
,ES,EAS,San Sebastian,San Sebastian,,AI,1--4----,9601,,4319N 00159W,,"43.3224219,-1.9838889",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/346465
,ES,EAT,El Altet,El Altet,A,RL,--3-----,1001,,3816N 00032W,,"38.26667,-0.53333",1,UN/LOCODE
,ES,EBA,El Barco de Ávila,El Barco de Avila,VI,RL,--3-----,0401,,4021N 00531W,,"40.35000,-5.51667",1,UN/LOCODE
,ES,EBD,Cárdenas,Cardenas,LO,RL,--3-----,1307,,4222N 00246W,,"42.36667,-2.76667",1,UN/LOCODE
,ES,EBG,Santa Eugenia de Berga,Santa Eugenia de Berga,,RL,--3--6--,0607,,4154N 00216E,,"41.90000,2.26667",1,UN/LOCODE
,ES,EBO,Cebolla,Cebolla,,RL,1-------,1001,,3957N 00434W,,"39.95000,-4.56667",1,UN/LOCODE
,ES,EBR,Éibar,Eibar,,RL,--3-----,0212,,4311N 00226W,,"43.18333,-2.43333",3,UN/LOCODE
,ES,EBU,Entrambasaguas,Entrambasaguas,S,RL,--3-----,0901,,4323N 00341W,,"43.38333,-3.68333",1,UN/LOCODE
,ES,EC8,Espluga Calva,Espluga Calva,L,RL,--3-----,1701,,4130N 00101E,,"41.50000,1.01667",N/A (no Nominatim),UN/LOCODE
,ES,ECA,El Carpio,El Carpio,,RL,0-------,9307,,3756N 00430W,,"37.9388192,-4.4993246",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/347755
,ES,ECB,L'Espluga Calba,L'Espluga Calba,L,RL,--3-----,1601,,4129N 00100E,,"41.48333,1.00000",1,UN/LOCODE
,ES,ECE,Elche,Elche,,RL,--3-----,9501,,3816N 00042W,,"38.2653307,-0.6988391",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/347684
,ES,ECJ,Écija,Ecija,,RL,--3-----,0212,,3732N 00505W,,"37.53333,-5.08333",1,UN/LOCODE
,ES,ECL,El Corrillo (Zalla),El Corrillo (Zalla),BI,RL,-23-----,0701,,4313N 00308W,,"43.21667,-3.13333",0,UN/LOCODE
,ES,ECM,El Rasillo de Camero,El Rasillo de Camero,LO,RL,--3-----,0901,,4211N 00241W,,"42.18333,-2.68333",N/A (no Nominatim),UN/LOCODE
,ES,ECO,El Campillo,El Campillo,H,RL,--3-----,0701,,3741N 00638W,,"37.68333,-6.63333",1,UN/LOCODE
,ES,ECP,Campello,Campello,A,RL,--3-----,1301,,3826N 00024W,,"38.43333,-0.40000",1,UN/LOCODE
,ES,ECR,El Catllar,El Catllar,T,RL,--3-----,1107,,4110N 00119E,,"41.16667,1.31667",1,UN/LOCODE
,ES,ECS,Cercs,Cercs,B,RL,--3-----,1007,,4209N 00151E,,"42.15000,1.85000",1,UN/LOCODE
,ES,ECT,El Casar de Talamanca,El Casar de Talamanca,GU,RL,123-567-,1001,,4042N 00326W,,"40.70000,-3.43333",1,UN/LOCODE
,ES,ECV,El Cuervo,El Cuervo,,RL,0-------,9307,,4009N 00120W,,"40.1510523,-1.3258089",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/348163
,ES,ECZ,Escoriaza,Escoriaza,,RL,--3--6--,0607,,4301N 00231W,,"43.01667,-2.51667",1,UN/LOCODE
,ES,EDC,Villamayor,Villamayor,CU,RL,--3-----,1001,,3944N 00255W,,"39.73333,-2.91667",1,UN/LOCODE
,ES,EDE,El Burgo de Ebro,El Burgo de Ebro,Z,RL,--3-----,0401,,4134N 00044W,,"41.56667,-0.73333",1,UN/LOCODE
,ES,EDF,Estrecho de Fuente Alamo,Estrecho de Fuente Alamo,MU,AA,--3-----,2207,,3743N 00106W,,"37.71667,-1.10000",2,UN/LOCODE
,ES,EDG,San Esteban de Gormaz,San Esteban de Gormaz,SO,RL,--3-----,0207,,4131N 00312W,,"41.51667,-3.20000",6,UN/LOCODE
,ES,EDL,Estadilla,Estadilla,HU,RL,1----6--,1201,,4203N 00015E,,"42.05000,0.25000",1,UN/LOCODE
,ES,EDM,Estella del Marques,Estella del Marques,CA,AA,--3-----,2207,,3641N 00604W,,"36.68333,-6.06667",1,UN/LOCODE
,ES,EDO,Loredo,Loredo,S,RL,--3-----,1501,,4328N 00343W,,"43.46667,-3.71667",1,UN/LOCODE
,ES,EDR,Els Prats de Rei,Els Prats de Rei,B,RL,--3-----,1501,,4142N 00133E,,"41.70000,1.55000",1,UN/LOCODE
,ES,EEJ,El Ejido,El Ejido,,RL,0-------,9307,,3646N 00249W,,"36.7743863,-2.8124886",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/345425
,ES,EES,El Escorial,El Escorial,,RL,--3-----,0201,,4034N 00407W,,"40.56667,-4.11667",2,UN/LOCODE
,ES,EEV,Echevarria,Echevarria,,RL,0-------,9307,,3708N 00430W,,"37.1256229,-4.5059093",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/1243308272#map=12/37.1256229/-4.5059093
,ES,EFG,Sant Esteve de Llemena,Sant Esteve de Llemena,GI,RL,-----6--,0901,,4203N 00237E,,"42.05000,2.61667",1,UN/LOCODE
,ES,EFQ,El Farque,El Farque,,RL,0-------,9307,,3712N 00334W,,"37.20675,-3.56223",N/A (no UN/LOCODE),http://www.wikidata.org/entity/Q5821932
,ES,EGC,El Grau de Castello,El Grau de Castello,CS,RL,--3-----,0901,,3958N 00000E,,"39.96667,0.00000",2,UN/LOCODE
,ES,EGD,El Gador,El Gador,,RL,0-------,9307,,3657N 00229W,,"36.95000,-2.48333",N/A (coordinate of another UN/LOCODE used),ESGAO
,ES,EGI,El Gordo,El Gordo,,RL,0-------,9307,,3952N 00521W,,"39.8649863,-5.3431839",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/1864044
,ES,EGL,Garidells,Garidells,,RL,--3-----,0307,,4112N 00115E,,"41.20000,1.25000",1,UN/LOCODE
,ES,EGO,Elgorriaga,Elgorriaga,NA,RL,--3-----,2001,,4308N 00141W,,"43.13333,-1.68333",1,UN/LOCODE
,ES,EGR,Grove,Grove,PO,RL,1-3-----,0307,,4327N 00720W,,"43.4504327,-7.3284756",164,https://www.openstreetmap.org/node/1831458443#map=12/43.4504327/-7.3284756
,ES,EGT,Els Guiamets,Els Guiamets,T,RL,--3-----,1407,,4106N 00045E,,"41.10000,0.75000",0,UN/LOCODE
,ES,EGU,Egues,Egues,NA,RL,--3-----,0901,,4249N 00133W,,"42.81667,-1.55000",0,UN/LOCODE
,ES,EHG,Helguero,Helguero,S,RL,--3-----,1001,,4315N 00329W,,"43.25000,-3.48333",1,UN/LOCODE
,ES,EIO,Escairon,Escairon,LU,RL,--3-----,1001,,4235N 00738W,,"42.58333,-7.63333",1,UN/LOCODE
,ES,EJC,Ejea de los Caballeros,Ejea de los Caballeros,,RL,123-----,0601,,4207N 00108W,,"42.11667,-1.13333",2,UN/LOCODE
,ES,EJO,Colmenar Viejo,Colmenar Viejo,M,RL,--3-----,0907,,4039N 00345W,,"40.65000,-3.75000",1,UN/LOCODE
,ES,EJS,Eljas,Eljas,CC,RL,--3-----,1001,,4013N 00650W,,"40.21667,-6.83333",1,UN/LOCODE
,ES,EKZ,Eskoriatza,Eskoriatza,SS,RL,1-------,0901,,4301N 00232W,,"43.0174857,-2.5268030",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/342900
,ES,EL2,Elche de la Sierra,Elche de la Sierra,AB,RL,-----6--,1107,,3827N 00203W,,"38.45000,-2.05000",0,UN/LOCODE
,ES,ELA,Maella,Maella,Z,RL,--3-----,1001,,4107N 00008E,,"41.1222903,0.1395442",12,https://www.openstreetmap.org/relation/340454
,ES,ELB,El Bruc,El Bruc,,RL,--3-----,0607,,4135N 00146E,,"41.58333,1.76667",1,UN/LOCODE
,ES,ELC,Elochelerri (Lujua),Elochelerri (Lujua),BI,RL,--3-----,0701,,4319N 00256W,,"43.31667,-2.93333",N/A (no Nominatim),UN/LOCODE
,ES,ELD,Elda,Elda,,RL,--3-----,9501,,3829N 00048W,,"38.4789671,-0.7956759",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/347681
,ES,ELE,El Espinar,El Espinar,SG,RL,--3-----,1601,,4043N 00415W,,"40.71667,-4.25000",0,UN/LOCODE
,ES,ELG,Elciego,Elciego,,RL,--3-----,0201,,4231N 00237W,,"42.51667,-2.61667",0,UN/LOCODE
,ES,ELH,El Herrumblar,El Herrumblar,CU,RL,--3-----,1307,,3924N 00137W,,"39.40000,-1.61667",1,UN/LOCODE
,ES,ELI,Elizondo,Elizondo,,RL,-23-----,0701,,4309N 00131W,,"43.15000,-1.51667",0,UN/LOCODE
,ES,ELJ,El Viso de San Juan,El Viso de San Juan,TO,AA,--3-----,2101,,4009N 00355W,,"40.15000,-3.91667",1,UN/LOCODE
,ES,ELL,Alella,Alella,B,RL,--3-----,1001,,4129N 00218E,,"41.48333,2.30000",1,UN/LOCODE
,ES,ELM,Espinosa de Los Monteros,Espinosa de Los Monteros,,RL,--3-----,0607,,4305N 00333W,,"43.08333,-3.55000",7,UN/LOCODE
,ES,ELN,L'Eliana,L'Eliana,V,RL,--3-----,1107,,3934N 00032W,,"39.5659086,-0.5302784",2667,https://www.openstreetmap.org/relation/344537
,ES,ELO,Castrelo,Castrelo,PO,RL,--3--6--,2001,,4229N 00849W,,"42.48333,-8.81667",1,UN/LOCODE
,ES,ELP,El Pedregal,El Pedregal,,RL,--3-----,1001,,4047N 00134W,,"40.7794749,-1.5698810",489,https://www.openstreetmap.org/relation/345474
,ES,ELR,El Raal,El Raal,,RL,--3-----,0201,,3802N 00101W,,"38.03333,-1.01667",1,UN/LOCODE
,ES,ELS,Selas,Selas,LU,RL,--3-----,0901,,4317N 00714W,,"43.28333,-7.23333",1,UN/LOCODE
,ES,ELT,Elcarte,Elcarte,NA,RL,--3-----,0901,,4252N 00142W,,"42.86667,-1.70000",1,UN/LOCODE
,ES,ELU,Elduain,Elduain,SS,AS,--3-----,,,4308N 00200W,,"43.13333,-2.00000",1,UN/LOCODE
,ES,ELV,Elvillar,Elvillar,VI,RL,1----6--,1107,,4234N 00233W,,"42.5704082,-2.5451889",1470,https://www.openstreetmap.org/relation/339995
,ES,ELZ,El Azagador,El Azagador,V,RL,--3-----,1407,,3929N 00108W,,"39.48333,-1.13333",1,UN/LOCODE
,ES,EMJ,El Mojon,El Mojon,,RL,0-------,9307,,3751N 00046W,,"37.8439201,-0.7654283",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/12031863461#map=12/37.8439201/-0.7654283
,ES,EML,El Molar,El Molar,M,RL,--3-----,0901,,4044N 00335W,,"40.73333,-3.58333",0,UN/LOCODE
,ES,EMN,Els Monjos,Els Monjos,B,RL,--3-----,0907,,4118N 00142E,,"41.30000,1.70000",4,UN/LOCODE
,ES,EMO,El Álamo,El Alamo,M,RL,--3-----,1301,,4014N 00359W,,"40.23333,-3.98333",1,UN/LOCODE
,ES,EMP,Empuriabrava,Empuriabrava,GI,RL,1-------,1007,,4215N 00308E,,"42.25000,3.13333",1,UN/LOCODE
,ES,EMR,Estremera,Estremera,M,RL,--3-----,1407,,4011N 00306W,,"40.18333,-3.10000",1,UN/LOCODE
,ES,ENA,Entrena,Entrena,LO,RL,-----6--,1201,,4223N 00232W,,"42.38333,-2.53333",1,UN/LOCODE
,ES,ENC,Encinasola,Encinasola,H,RL,--3-----,1001,,3808N 00652W,,"38.13333,-6.86667",1,UN/LOCODE
,ES,END,Arroyo de la Encomienda,Arroyo de la Encomienda,VA,RL,--3-----,1001,,4137N 00447W,,"41.6210806,-4.7809773",112,https://www.openstreetmap.org/relation/344542
,ES,ENE,Entrecruces,Entrecruces,C,AA,--3-----,2207,,4308N 00841W,,"43.13333,-8.68333",0,UN/LOCODE
,ES,ENG,Enguera,Enguera,,RL,1-------,1001,,3859N 00041W,,"38.98333,-0.68333",1,UN/LOCODE
,ES,ENM,Espinama,Espinama,S,RL,--3-----,1001,,4308N 00446W,,"43.13333,-4.76667",2,UN/LOCODE
,ES,ENR,San Enrique de Guadiaro,San Enrique de Guadiaro,CA,RL,--3-----,0907,,3618N 00518W,,"36.3057744,-5.2918178",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/362876554#map=12/36.3057744/-5.2918178
,ES,ENT,Entoma,Entoma,OR,RL,1-------,0901,,4225N 00656W,,"42.4217746,-6.9361825",N/A (no UN/LOCODE),https://www.openstreetmap.org/node/824530354#map=12/42.4217746/-6.9361825
,ES,ENZ,Enériz,Eneriz,NA,RL,--3-----,1307,,4240N 00143W,,"42.66667,-1.71667",1,UN/LOCODE
,ES,EOG,Esplugues de Llobregat,Esplugues de Llobregat,B,RL,--3-----,1301,,4123N 00205E,,"41.38333,2.08333",1,UN/LOCODE
,ES,EOI,Elgóibar,Elgoibar,,RL,--3-----,0212,,4313N 00224W,,"43.21667,-2.40000",1,UN/LOCODE
,ES,EOO,El Pedernoso,El Pedernoso,CU,RL,1----6--,1201,,3929N 00245W,,"39.48333,-2.75000",0,UN/LOCODE
,ES,EP4,El Pego,El Pego,ZA,RL,--3-----,1307,,4120N 00528W,,"41.33333,-5.46667",0,UN/LOCODE
,ES,EP6,El Pino,El Pino,CC,AA,--3-----,2101,,3920N 00717W,,"39.3323038,-7.2794604",410,https://www.openstreetmap.org/node/1461021781#map=12/39.3323038/-7.2794604
,ES,EPA,Estepa,Estepa,,RL,--3-----,9501,,3718N 00453W,,"37.2920400,-4.8781876",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/345239
,ES,EPB,El Prat de Llobregat,El Prat de Llobregat,,RL,-234----,0701,BCN,4120N 00206E,,"41.33333,2.10000",1,UN/LOCODE
,ES,EPC,El Perelló,El Perello,GI,RL,-23-----,1301,,4157N 00248E,,"41.95000,2.80000",0,UN/LOCODE
,ES,EPD,El Palmar de Troya,El Palmar de Troya,SE,RL,--3-----,1001,,3703N 00548W,,"37.05000,-5.80000",1,UN/LOCODE
,ES,EPE,El Palmer,El Palmer,PM,RL,--3-----,1001,,3649N 00232W,,"36.8213288,-2.5316975",565,https://www.openstreetmap.org/node/326083203#map=12/36.8213288/-2.5316975
,ES,EPF,El Palmar,El Palmar,MU,RL,--3-----,1201,,3756N 00109W,,"37.93333,-1.15000",1,UN/LOCODE
,ES,EPG,El Puig,El Puig,,RL,--3-----,0201,,3935N 00018W,,"39.5887818,-0.3062566",272,https://www.openstreetmap.org/relation/346560
,ES,EPI,Épila,Epila,Z,RL,--3-----,0212,,4136N 00116W,,"41.60000,-1.26667",1,UN/LOCODE
,ES,EPJ,Espejo,Espejo,CO,RL,--3-----,1001,,3741N 00433W,,"37.68333,-4.55000",1,UN/LOCODE
,ES,EPL,El Palo,El Palo,,RL,0-------,9307,,3643N 00422W,,"36.7214915,-4.3596335",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/9761208
,ES,EPM,El Palmar,El Palmar,V,RL,--3-----,1301,,3918N 00019W,,"39.30000,-0.31667",1,UN/LOCODE
,ES,EPN,Estepona,Estepona,MA,RL,--3-----,1301,,3626N 00508W,,"36.43333,-5.13333",1,UN/LOCODE
,ES,EPR,Estepar,Estepar,BU,RL,--3-----,1001,,4216N 00354W,,"42.26667,-3.90000",1,UN/LOCODE
,ES,EPS,El Pla de Santa Maria,El Pla de Santa Maria,T,RL,--3-----,1001,,4121N 00117E,,"41.35000,1.28333",2,UN/LOCODE
,ES,EPT,Espasante,Espasante,C,RL,--3-----,1301,,4343N 00749W,,"43.71667,-7.81667",20,UN/LOCODE
,ES,EPV,El Provencio,El Provencio,,RL,0-------,9307,,3923N 00234W,,"39.3759068,-2.5725648",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/341977
,ES,EQQ,Esquiroz,Esquiroz,,RL,-23-----,0607,,4246N 00139W,,"42.76667,-1.65000",1,UN/LOCODE
,ES,ERA,Cullera,Cullera,V,RL,--3-----,1301,,3910N 00015W,,"39.16667,-0.25000",0,UN/LOCODE
,ES,ERB,El Rebollar,El Rebollar,BU,RL,--3-----,1301,,4258N 00325W,,"42.9614860,-3.4180693",20,https://www.openstreetmap.org/node/1242424861#map=12/42.9614860/-3.4180693
,ES,ERD,El Robledo,El Robledo,CR,RL,--3-----,1301,,3913N 00417W,,"39.21667,-4.28333",0,UN/LOCODE
,ES,ERE,Ereno,Ereno,BI,RL,--3-----,0901,,4312N 00249W,,"43.20000,-2.81667",1,UN/LOCODE
,ES,ERG,Esparreguera,Esparreguera,B,RL,--3-----,1301,,4131N 00152E,,"41.51667,1.86667",2,UN/LOCODE
,ES,ERM,Madroñera,Madronera,CC,RL,--3-----,1001,,3926N 00546W,,"39.43333,-5.76667",1,UN/LOCODE
,ES,ERN,Errenteria,Errenteria,SS,RL,--3-----,1701,,4318N 00153W,,"43.30000,-1.88333",2,UN/LOCODE
,ES,ERO,Elorrio,Elorrio,,RL,--3-----,0106,,4307N 00232W,,"43.11667,-2.53333",1,UN/LOCODE
,ES,ERR,Sierra,Sierra,S,RL,--3-----,1201,,4323N 00414W,,"43.38333,-4.23333",1,UN/LOCODE
,ES,ERS,Ermúa,Ermua,SS,RL,-23-----,0212,,4311N 00230W,,"43.18333,-2.50000",0,UN/LOCODE
,ES,ERT,Era-Alta,Era-Alta,MU,RL,--3-----,1607,,3758N 00110W,,"37.96667,-1.16667",0,UN/LOCODE
,ES,ERU,El Goro,El Goro,,RL,--3-----,0607,,2757N 01523W,,"27.95000,-15.38333",2,UN/LOCODE
,ES,ERZ,Escaroz,Escaroz,NA,RL,--3-----,1001,,4253N 00106W,,"42.88333,-1.10000",N/A (no Nominatim),UN/LOCODE
,ES,ESA,Espinal-Auzperri,Espinal-Auzperri,NA,RL,--3-----,0701,,4259N 00122W,,"42.98333,-1.36667",0,UN/LOCODE
,ES,ESB,El Salobre,El Salobre,GC,AA,--3-----,1801,,2746N 01537W,,"27.76667,-15.61667",1,UN/LOCODE
,ES,ESC,Escombreras,Escombreras,,RL,1-------,9506,,3734N 00055W,,"37.5715080,-0.9192123",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/3355958
,ES,ESE,Estivella,Estivella,V,RL,--3-----,1501,,3943N 00021W,,"39.71667,-0.35000",0,UN/LOCODE
,ES,ESG,Espluga de Francolí,Espluga de Francoli,T,RL,-23-----,0901,,4123N 00106E,,"41.38333,1.10000",1,UN/LOCODE
,ES,ESH,Belver de Cinca,Belver de Cinca,HU,RL,--3-----,1601,,4143N 00015E,,"41.7183423,0.2516286",38,https://www.openstreetmap.org/relation/348025
,ES,ESI,Espartinas,Espartinas,,RL,--3-----,9501,,3723N 00608W,,"37.3814997,-6.1256520",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/345238
,ES,ESJ,Llocnou de San Jeroni,Llocnou de San Jeroni,V,RL,--3-----,1301,,3854N 00017W,,"38.90000,-0.28333",1,UN/LOCODE
,ES,ESL,Estella/Lizarra,Estella/Lizarra,NA,RL,-23-----,0207,,4240N 00201W,,"42.66667,-2.01667",1,UN/LOCODE
,ES,ESM,El Puerto de Santa María,El Puerto de Santa Maria,CA,RL,--3-----,1301,,3636N 00614W,,"36.60000,-6.23333",1,UN/LOCODE
,ES,ESN,Escalonilla,Escalonilla,AV,RL,--3-----,0401,,4046N 00436W,,"40.76667,-4.60000",1,UN/LOCODE
,ES,ESO,El Rosario,El Rosario,,RL,--3-----,0601,,2827N 01621W,,"28.45000,-16.35000",3,UN/LOCODE
,ES,ESP,Espinardo,Espinardo,,RL,0-------,9307,,3801N 00109W,,"38.0084441,-1.1555733",N/A (no UN/LOCODE),https://www.openstreetmap.org/relation/7231039
,ES,ESQ,Esquivias,Esquivias,,RL,--3-----,0201,,4006N 00346W,,"40.10000,-3.76667",0,UN/LOCODE
,ES,ESR,El Esparragal,El Esparragal,MU,RL,--3-----,0401,,3802N 00105W,,"38.0368187,-1.0782150",79,https://www.openstreetmap.org/node/1613749657#map=12/38.0368187/-1.0782150
,ES,ESS,Casinos,Casinos,,RL,--3-----,0607,,3942N 00042W,,"39.70000,-0.70000",1,UN/LOCODE
,ES,EST,Escatron,Escatron,Z,RL,--3-----,1501,,4117N 00019W,,"41.28333,-0.31667",1,UN/LOCODE
,ES,ESU,Espelúy,Espeluy,,RL,--3-----,0212,,3802N 00352W,,"38.03333,-3.86667",0,UN/LOCODE
,ES,ESZ,Esplugas de Llobregat,Esplugas de Llobregat,B,RL,--3-----,0401,,4122N 00205E,,"41.36667,2.08333",1,UN/LOCODE
,ES,ETA,Elgeta,Elgeta,SS,RL,-----6--,1807,,4308N 00229W,,"43.13333,-2.48333",1,UN/LOCODE
,ES,ETE,Cadrete,Cadrete,Z,RL,--3-----,0907,,4133N 00057W,,"41.55000,-0.95000",1,UN/LOCODE
,ES,ETG,El Entrego,El Entrego,O,RL,--3-----,1001,,4317N 00539W,,"43.28333,-5.65000",1,UN/LOCODE
,ES,ETH,Huete,Huete,CU,RL,123-56--,1001,,4008N 00241W,,"40.13333,-2.68333",1,UN/LOCODE
,ES,ETL,Estellencs,Estellencs,PM,RL,-----6--,1001,,3939N 00229E,,"39.65000,2.48333",0,UN/LOCODE
,ES,ETR,La Estrada,La Estrada,,RL,--3--6--,0607,,4327N 00614W,,"43.4526310,-6.2348990",203,https://www.openstreetmap.org/node/5177329977#map=12/43.4526310/-6.2348990
,ES,ETX,San Andrés de Echevarría,San Andres de Echevarria,,RL,--3-----,0601,,,,,N/A,N/A
,ES,EUB,Euba,Euba,BI,RL,--3-----,0901,,4311N 00241W,,"43.18333,-2.68333",2,UN/LOCODE
